Identifier,Title,Author,Description,collection
pivotalcertified0000krna,Pivotal certified Spring enterprise integration specialist exam : a study guide,K,"['1 online resource', 'Exam topics covered include tasks and scheduling, remoting, the Spring Web Services framework, RESTful services with Spring MVC, the Spring JMS module, JMS and JTA transactions with Spring, batch processing with Spring Batch and the Spring Integration framework. Prepare with confidence for the Pivotal Enterprise Integration with Spring Exam. One of the important aspects of this book is a focus on new and modern abstractions provided by Spring. Therefore most of the features are shown with Java annotations alongside established XML configurations. Most of the examples in the book are also based on the Spring Boot framework. Spring Boot adoption is exponential because of its capability to significantly simplify Spring configuration using sensible opinionated defaults. But Spring Boot is not the target of the exam, therefore all the features are also covered with plain Spring configuration examples. How to use Spring to create concurrent applications and schedule tasks How to do remoting to implement client-server applications How to work with Spring Web services to create loosely coupled Web services and clients How to use Spring MVC to create RESTful web services and clients How to integrate JMS for asynchronous messaging-based communication How to use local JMS transactions with Spring How to configure global JTA transactions with Spring How to use Spring Integration to create event-driven pipes-and-filters architectures and integrate with external applications How to use Spring Batch for managed, scalable batch processing that is based on both custom and built-in processing components', 'Online resource; title from PDF title page (EBSCO, viewed November 24, 2015)']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
proandroid50000macl,Pro Android 5 ,M,"['1 online resource :', ""Pro Android 5 shows you how to build real-world and fun mobile apps using the Android 5 SDK. This book updates the best-selling Pro Android and covers everything from the fundamentals of building apps for smartphones, tablets, and embedded devices to advanced concepts such as custom components, multi-tasking, sensors/augmented reality, better accessories support and much more. Using the tutorials and expert advice, you'll quickly be able to build cool mobile apps and run them on dozens of Android-based smartphones. You'll explore and use the Android APIs, including those for media and sensors"", 'Online resource; title from PDF title page (Ebsco, viewed June 19, 2015)', 'Includes index', ""At a Glance; Introduction; Chapter 1: Hello Android; Prerequisites for Android Development; Setting Up Your Eclipse Environment; Downloading JDK; Downloading Eclipse; Downloading the Android SDK; Updating Your PATH Environment Variable; The Tools Window; Installing ADT; Setting Up Your Android Studio Environment; Java requirements for Android Studio; Downloading and Installing Android Studio; Learning Android's Fundamental Components; View; Activity; Fragment; Intent; Content Provider; Service; AndroidManifest.xml; AVDs; Hello World!; AVDs; Running on a Real Device"", 'Exploring the Structure of an Android ApplicationExamining the Application Life Cycle; Simple Debugging; Launching the Emulator; References; Summary; Chapter 2: Introduction to Android Application Architecture; Exploring a Simple Android Application; Defining UI through Layout Files; Specifying Comments in Layout Files; Adding Views and View Groups in Layout Files; Specifying Control Properties in Layout Files; Indicating ViewGroup Properties; Controlling Width and Height of a Control; Introducing Resources and Backgrounds; Working with Text Controls in the Layout File', 'Working with Autogenerated IDs for ControlsImplementing Programming Logic; Loading the Layout File into an Activity; Gathering Controls; Setting Up Buttons; Responding to Button Clicks: Tying It All Together; Updating the AndroidManifest. XML; Placing the Files in the Android Project; Testing the Calculator App on a Real Device; Android Activity Life Cycle; void onStart()); void onRestoreInstanceState (Bundle savedInstanceState); void onResume()); void onPause()); void onStop()); void onSaveInstanceState (Bundle saveStateBundle); void onRestart()); Object onRetainNonConfigurationInstance())', 'Void onDestroy())General Notes on Activity Callbacks; More on Resources; Directory Structure of Resources; Reading Resources from Java Code; Runtime Behavior of Drawable Resources; Using Arbitrary XML Files as Resources; Working with Raw Resource Files; Reading Files from the Assets Directory; Reading Resources and Assets Without an Activity Reference; Understanding Resource Directories, Language, and Locale; More on Intents; Starting Activities for Results; Exercising the GET_CONTENT Action; Relating Intents and Activities; Understanding Explicit and Implicit Intents; Saving State in Android', 'Roadmap for Learning Android and the Rest of the BookTrack 1: UI Essentials for Your Android Applications; Track 2: Saving State; Track 3: Preparing/Taking Your Application to the Market; Track 4: Making Your Application Robust; Track 5: Bringing Finesse to Your Apps; Track 6: Integrating with Other Devices and the Cloud; Final Track: Getting a Helping Hand from Expert Android; As We Leave You Now with the Rest of the Book; References; Summary; Chapter 3: Building Basic User Interfaces and Using Controls; UI Development in Android; Building a UI Completely in Code', 'Includes bibliographical references and index']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
programminggoogl0000sand_t5q5,Programming Google App Engine with Java : build & run scalable Java applications on Google's infrastructure ,S,"['1 online resource (1 volume) :', 'Description based on online resource; title from cover (Safari, viewed July 17, 2015)', 'Includes index']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
restfuljavawebse0000puru,RESTful Java web services : design scalable and robust RESTful web services with JAX-RS and Jersey extension APIs ,P,"['1 online resource (1 volume) :', ""Design scalable and robust RESTful web services with JAX-RS and Jersey extension APIs About This Book Get to grips with the portable Java APIs used for JSON processing Design solutions to produce, consume, and visualize RESTful web services using WADL, RAML, and Swagger A step-by-step guide packed with many real-life use-cases to help you build efficient and secure RESTful web APIs in Java Who This Book Is For If you are a web developer with a basic understanding of the REST concepts but are new to the idea of designing and developing RESTful web services, this is the book for you. As all the code samples for the book are written in Java, proficiency in Java is a must. What You Will Learn Introduce yourself to the RESTful software architectural style and the REST API design principles Make use of the JSR 353 APIs and Jackson API for JSON processing Build portable RESTful web APIs, making use of the JAX-RS 2.0 API Simplify API development using the Jersey extension APIs Secure your RESTful web services with various authentication and authorization mechanisms Get to grips with the various metadata solutions to describe, produce, and consume RESTful web services Understand the design and coding guidelines to build well-performing RESTful APIs See how the role of RESTful web services changes with emerging technologies and trends In Detail REST (REpresentational State Transfer) is a simple yet powerful software architecture style to create scalable web services and allow them to be simple, lightweight, and fast. The REST API uses HTTP and JSON, so that it can be used with many programming languages such as Ruby, Java, Python, and Scala. Its use in Java seems to be the most popular though, because of the API's reusability. This book is a guide to developing RESTful web services in Java using the popular RESTful framework APIs available today. You will begin with gaining an in-depth knowledge of the RESTful software architectural style and its relevance in modern applications. Further, you will understand the APIs to parse, generate, transform, and query JSON effectively. Then, you will see how to build a simple RESTful service using the popular JAX-RS 2.0 API along with some real-world examples. This book will introduce you to the Jersey framework API, which is used to simplify your web services. You will also see how to secure your services with various authentication mechanisms. You will get to grips with various solutions to describe, produce, co.."", 'Online resource; title from cover page (Safari, viewed October 13, 2015)', 'Includes index', 'Cover; Copyright; Credits; About the Author; Acknowledgments; About the Reviewers; www.PacktPub.com; Table of Contents; Preface; Chapter 1: Introducing the REST Architectural Style; The REST architectural style; Introducing HTTP; HTTP versions; Understanding the HTTP request-response model; Uniform resource identifier; Understanding the HTTP request methods; Representing content types using HTTP header fields; HTTP status codes; The evolution of RESTful web services; The core architectural elements of a RESTful system; Resources; URI; The representation of resources', 'Generic interaction semantics for REST resourcesThe HTTP GET method; The HTTP POST method; The HTTP PUT method; The HTTP DELETE method; Hypermedia as the engine of application state; Description and discovery of RESTful web services; Java tools and frameworks for building RESTful web services; Summary; Chapter 2: Java APIs for JSON Processing; A brief overview of JSON; Understanding the JSON data syntax; Basic data types available with JSON; A sample JSON file representing employee objects; Processing JSON data; Using JSR 353 -- Java API for processing JSON', 'Processing JSON with JSR 353 object model APIs Generating the object model from the JSON representation; Generating the JSON representation from the object model; Processing JSON with JSR 353 streaming APIs; Using streaming APIs to parse JSON data; Using streaming APIs to generate JSON ; Using the Jackson API for processing JSON; Processing JSON with Jackson tree model APIs; Using Jackson tree model APIs to query and update data; Processing JSON with Jackson data binding APIs; Simple Jackson data binding with generalized objects; Full Jackson data binding with specialized objects', 'Processing JSON with Jackson streaming APIsUsing Jackson streaming APIs to parse JSON data; Using Jackson streaming APIs to generate JSON; Using the Gson API for processing JSON; Processing JSON with object model APIs in Gson; Generating the object model from the JSON representation; Generating the parameterized Java collection from the JSON representation; Generating the JSON representation from the object model ; Processing JSON with Gson streaming APIs; Reading JSON data with Gson streaming APIs; Writing JSON data with Gson streaming APIs; Summary; Chapter 3: Introducing the JAX-RS API', 'An overview of JAX-RSJAX-RS annotations; Specifying the dependency of the JAX-RS API; Using JAX-RS annotations to build RESTful web services; Annotations for defining a RESTful resource; Annotations for specifying request-response media types; Annotations for processing HTTP request methods; Annotations for accessing request parameters; Returning additional metadata with responses; Understanding data binding rules in JAX-RS; Mapping the path variable with Java types; Mapping the request and response entity body with Java types']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
rxjavaessentials0000morg,RxJava essentials : learn reactive programming to create awesome Android and Java apps ,M,"['1 online resource (1 volume) :', 'Includes index', ""Cover; Copyright; Credits; About the Author; About the Reviewer; www.PacktPub.com; Table of Contents; Preface; Chapter 1: RX -- from .NET to RxJava; Microsoft Reactive Extensions; Landing in the Java world -- Netflix RxJava; What's different in RxJava; Summary; Chapter 2: Why Observables?; The Observer pattern; When do you use the Observer pattern?; The RxJava Observer pattern toolkit; Observable; Hot and cold Observables; Creating an Observable; Subject = Observable + Observer; PublishSubject; BehaviorSubject; ReplaySubject; AsyncSubject; Summary; Chapter 3: Hello Reactive World"", ""Start the engine!Dependencies; RxAndroid; Utils; Lombok; Butter Knife; Retrolambda; Our first Observable; Creating an Observable from a list; A few more examples; just(); repeat(); defer(); range(); interval(); timer(); Summary; Chapter 4: Filtering Observables; Filtering a sequence; Let's take what we need; Take; TakeLast; Once and only once; Distinct; DistinctUntilChanged; First and last; Skip and SkipLast; ElementAt; Sampling; Timeout; Debounce; Summary; Chapter 5: Transforming Observables; The *map family; Map; FlatMap; ConcatMap; FlatMapIterable; SwitchMap; Scan; GroupBy; Buffer; Window"", 'CastSummary; Chapter 6: Combining Observables; Merge; Zip; Join; combineLatest; And, Then, and When; Switch; StartWith; Summary; Chapter 7: Schedulers -- Defeating the Android MainThread Issue; StrictMode; Avoiding blocking I/O operations; Schedulers; Schedulers.io(); Schedulers.computation(); Schedulers.immediate(); Schedulers.newThread(); Schedulers.trampoline(); Nonblocking I/O operations; SubscribeOn and ObserveOn; Handling a long task; Executing a network task; Summary; Chapter 8: REST in Peace -- RxJava and Retrofit; The project goal; Retrofit; The app structure', 'Creating the Activity classCreating the RecyclerView adapter; Retrieving the weather forecast; Opening the website; Summary; Index', 'Description based on online resource; title from cover (Safari, viewed June 10, 2015)']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
sparkforpythonde0000nand,Spark for Python developers : a concise guide to implementing Spark big data analytics for Python developers and building a real-time and insightful trend tracker data-intensive app ,N,"['1 online resource :', 'Annotation', 'Online resource; title from PDF title page (EBSCO, viewed May 3, 2016)', 'Includes index', 'Cover ; Copyright; Credits; About the Author; Acknowledgment; About the Reviewers; www.PacktPub.com; Table of Contents; Preface; Chapter 1: Setting Up a Spark Virtual Environment ; Understanding the architecture of data-intensive applications; Infrastructure layer; Persistence layer; Integration layer; Analytics layer; Engagement layer; Understanding Spark; Spark libraries; PySpark in action; Resilient Distributed Dataset; Understanding Anaconda; Setting up the Spark powered environment; Setting up an Oracle VirtualBox with Ubuntu; Installing Anaconda with Python 2.7; Installing Java 8', 'Installing SparkEnabling IPython Notebook; Building our first app with PySpark; Virtualizing the environment with Vagrant; Moving to the cloud; Deploying apps in Amazon Web Services; Virtualizing the environment with Docker; Summary; Chapter 2: Building Batch and Streaming Apps with Spark ; Architecting data-intensive apps; Processing data at rest; Processing data in motion; Exploring data interactively; Connecting to social networks; Getting Twitter data; Getting GitHub data; Getting Meetup data; Analyzing the data; Discovering the anatomy of tweets; Exploring the GitHub world', 'Understanding the community through MeetupPreviewing our app; Summary; Chapter 3: Juggling Data with Spark ; Revisiting the data-intensive app architecture; Serializing and deserializing data; Harvesting and storing data; Persisting data in CSV; Persisting data in JSON; Setting up MongoDB; Installing the MongoDB server and client; Running the MongoDB server; Running the Mongo client; Installing the PyMongo driver; Creating the Python client for MongoDB; Harvesting data from Twitter; Exploring data using Blaze; Transferring data using Odo; Exploring data using Spark SQL', 'Understanding Spark dataframesUnderstanding the Spark SQL query optimizer; Loading and processing CSV files with Spark SQL; Querying MongoDB from Spark SQL; Summary; Chapter 4: Learning from Data Using Spark ; Contextualizing Spark MLlib in the app architecture; Classifying Spark MLlib algorithms; Supervised and unsupervised learning; Additional learning algorithms; Spark MLlib data types; Machine learning workflows and data flows; Supervised machine learning workflows; Unsupervised machine learning workflows; Clustering the Twitter dataset; Applying SciKit-Learn on the Twitter dataset', 'Preprocessing the datasetRunning the clustering algorithm; Evaluating the model and the results; Building machine learning pipelines; Summary; Chapter 5: Streaming Live Data with Spark ; Laying the foundations of streaming architecture; Spark streaming inner working; Going under the hood of Spark Streaming; Building in fault tolerance; Processing live data with TCP sockets; Setting up TCP sockets; Processing live data; Manipulating Twitter data in real time; Processing Tweets in real time from the Twitter firehose; Building a reliable and scalable streaming app; Setting up Kafka']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
startprogramming0000kell,Start programming with Alice,K,140 pages : 28 cm,"['inlibrary', 'printdisabled', 'internetarchivebooks']"
stripesbyexample0000wats,Stripes by example ,W,"['1 online resource (xvii, 140 pages) :', ""In this 100-page book, you will find that Stripes provides a very simple learning path, where you do not need to understand the entire framework in order to use it. The concept of this book is exactly that? to get you using the framework and writing code immediately. You will be off and running in no time, and adding to your skill set as we progress. This book is written with exactly that learning method in mind. No filler, no empty explanations ... just code. You won't be driving solo, however. Each code example is heavily annotated with comments and tips, so that you not only understand each snippet, but can also dive deeper if you so choose. Stripes is a web framework for the Java programming language. It was initially released in 2005 by Tim Fennell. Despite its growth and maturity, Stripes has always focused on two key principles: simplicity and ease of development. Stripes has also remained a solution for a single application tier: the web-layer. Its purpose is to handle the interaction between a web browser and server-side java code. To tie these concepts together Stripes makes heavy use of Java annotations, which we will see as we learn the various features of Stripes"", 'Includes index', 'Online resource; title from PDF title page (SpringerLink, viewed April 2, 2015)', 'At a Glance; Contents; About the Author; About the Technical Reviewer; Acknowledgments; Preface; Chapter 1: Introduction to Stripes; Stripes Development; ActionBeans; Stripes Tag Library; Additional Features; Where to Go If You Need Help; Review; Chapter 2: Getting Started; Download Java; Start a New Project; Adding Stripes to Your Project; Option 1: Manual File Downloads; Option 2: Maven Setup; Stripes web.xml Setup; Option 1: Manual web.xml Setup; Option 2: Maven Setup; If All Else Fails; Review; Chapter 3: ActionBeans; An Introduction to ActionBeans', 'Refactoring to Remove DuplicationReview; Chapter 4: Mapping URLs to Methods; Using @HandlesEvent and @UrlBinding; Linking to ActionBeans; Review; Chapter 5: JSP Pages; Using JSP Pages with Stripes; Stripes Tags; Stripes Form Tags; Review; Chapter 6: Forms; An Example Application; Using Data Transfer Objects and Nested Properties; Complex Objects; Review; Chapter 7: Working with Data; Database Setup; JDBC DAO; ActionBean-DAO Interaction; Review; Chapter 8: Interaction Between ActionBeans; Login; Application Pages; Review; Chapter 9: Validation; @Validate Annotation', '@ValidateNestedProperties AnnotationReview; Chapter 10: Resolutions; Starting the Resolution Examples; RedirectResolution; ErrorResolution; StreamingResolution; Review; Chapter 11: Other Annotations; @SessionScope Annotation; @Before and @After Annotations; @SpringBean Annotation; Review; Chapter 12: Internationalization; Internationalization in Stripes; Internationalization Setup and Configuration; Using Internationalization Values; Supporting Multiple Languages; JSP Internationalization Value Lookups; Review; Chapter 13: Interceptors; Introduction to Interceptors; Interceptor Configuration', 'Using Interceptor DataReview; Chapter 14: File Uploads; Uploading Files; Uploading Multiple Files; COS vs. Apache Commons FileUpload; Review; Chapter 15: Good Design; Use BaseActionBean.java; Use a base.jsp; Balance Your ActionBeans; Returning Resolutions via Method Calls; Remember Your Tiers; Review; Chapter 16: Next Steps; Index']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
DTIC_ADA621804,DTIC ADA621804: Hardware-Assisted Large-Scale Neuroevolution for Multiagent Learning,D,"This DURIP equipment award was used to purchase, install, and bring on-line two Berkeley Emulation Engines (BEEs) and two mini-BEE machines to establish an FPGA-based high-performance multiagent training platform and its associated software. This acquisition of BEE4- W (Berkeley Emulation Engine) hardware platforms has costed $201,500.00 in total. To accelerate both the multiagent software simulation and hardware development, a DELL integrated cluster environment unit was purchased, featuring 192 2.8 GHz processors (on 24 nodes) with 384 GB high- speed RAM on an Infiniband backbone. We also installed cluster control software and licenses for the UBUNTU-based Linux operating system. Soft-ware was installed including JAVA and C/C++ compiler suites (debuggers, performance measurements, etc.), the Xilinx ISE software suite, and the Matlab software. The system was ordered in late 2012 and arrived in early 2013 and was up and running routinely with local users in a few weeks.","['dticarchive', 'additional_collections']"
arxiv-1412.8639,Jif: Language-based Information-flow Security in Java,K,"In this report, we examine Jif, a Java extension which augments the language with features related to security. Jif adds support for security labels to Java's type system such that the developer can specify confidentiality and integrity policies to the various variables used in their program. We list the main features of Jif and discuss the information flow problem that Jif helps to solve. We see how the information flow problem occurs in real-world systems by looking at two examples: Civitas, a ballot/voting system where voters do not necessarily trust voting agents, and SIF, a web application container implemented using Jif. Finally, we implement a small program that simulates information flow in a booking system containing sensitive data and discuss the usefulness of Jif based on this program.","['arxiv', 'journals']"
arxiv-1412.6765,Performance comparison between Java and JNI for optimal implementation of computational micro-kernels,Nassim A. Halli,"General purpose CPUs used in high performance computing (HPC) support a vector instruction set and an out-of-order engine dedicated to increase the instruction level parallelism. Hence, related optimizations are currently critical to improve the performance of applications requiring numerical computation. Moreover, the use of a Java run-time environment such as the HotSpot Java Virtual Machine (JVM) in high performance computing is a promising alternative. It benefits from its programming flexibility, productivity and the performance is ensured by the Just-In-Time (JIT) compiler. Though, the JIT compiler suffers from two main drawbacks. First, the JIT is a black box for developers. We have no control over the generated code nor any feedback from its optimization phases like vectorization. Secondly, the time constraint narrows down the degree of optimization compared to static compilers like GCC or LLVM. So, it is compelling to use statically compiled code since it benefits from additional optimization reducing performance bottlenecks. Java enables to call native code from dynamic libraries through the Java Native Interface (JNI). Nevertheless, JNI methods are not inlined and require an additional cost to be invoked compared to Java ones. Therefore, to benefit from better static optimization, this call overhead must be leveraged by the amount of computation performed at each JNI invocation. In this paper we tackle this problem and we propose to do this analysis for a set of micro-kernels. Our goal is to select the most efficient implementation considering the amount of computation defined by the calling context. We also investigate the impact on performance of several different optimization schemes which are vectorization, out-of-order optimization, data alignment, method inlining and the use of native memory for JNI methods.","['arxiv', 'journals']"
arxiv-1412.5400,Buffer Overflow Analysis for C,U,"Buffer overflow detection and mitigation for C programs has been an important concern for a long time. This paper defines a string buffer overflow analysis for C programs. The key ideas of our formulation are (a) separating buffers from the pointers that point to them, (b) modelling buffers in terms of sizes and sets of positions of null characters, and (c) defining stateless functions to compute the sets of null positions and mappings between buffers and pointers. This exercise has been carried out to test the feasibility of describing such an analysis in terms of lattice valued functions and relations to facilitate automatic construction of an analyser without the user having to write C/C++/Java code. This is facilitated by devising stateless formulations because stateful formulations combine features through side effects in states raising a natural requirement of C/C++/Java code to be written to describe them. Given the above motivation, the focus of this paper is not to build good static approximations for buffer overflow analysis but to show how given static approximations could be formalized in terms of stateless formulations so that they become amenable to automatic construction of analysers.","['arxiv', 'journals']"
DTIC_ADA620794,DTIC ADA620794: Nextgen Navy eLearning Tracking,D,"The Navy's eLearning (NeL) computer-based learning system relies on a Learning Management System (LMS) for content delivery and tracking learning information. One major obstacle with NeL's current LMS implementation is that tracking of learning can only be done while a user is on a desktop computer using an Internet browser to connect to the LMS software. However, not all learning takes place within an Internet browser on a desktop computer. The Experience-API (xAPI), also known as Tin Can API and SCORM 2.0, is a standard maintained by Advanced Distributed Learning (ADL) that decouples the tracking of learning information from the content delivery. Any piece of software implementing the xAPI standard running on any networked device can track learning activity and store that data inside of a Learning Record Store (LRS). A prototype system was developed in a virtual environment to showcase the use of the xAPI/LRS to track quiz data, and the quiz data could then be synced from the LRS to the LMS. The prototype showed that xAPI, along with its LRS, can overcome the NeL's AtlasPro LMS limitation of only tracking learning from a user's desktop computer using an Internet browser.","['dticarchive', 'additional_collections']"
arxiv-1411.5166,Subtyping in Java with Generics and Wildcards is a Fractal,M,"While developing their software, professional object-oriented (OO) software developers keep in their minds an image of the subtyping relation between types in their software. The goal of this paper is to present an observation about the graph of the subtyping relation in Java, namely the observation that, after the addition of generics---and of wildcards, in particular---to Java, the graph of the subtyping relation is no longer a simple directed-acyclic graph (DAG), as in pre-generics Java, but is rather a fractal. Further, this observation equally applies to other mainstream nominally-typed OO languages (such as C#, C++ and Scala) where generics and wildcards (or some other form of 'variance annotations') are standard features. Accordingly, the shape of the subtyping relation in these OO languages is more complex than a tree or a simple DAG, and indeed is also a fractal. Given the popularity of fractals, the fractal observation may help OO software developers keep a useful and intuitive mental image of their software's subtyping relation, even if it is a little more frightening, and more amazing one than before. With proper support from IDEs, the fractal observation can help OO developers in resolving type errors they may find in their code in lesser time, and with more confidence.","['arxiv', 'journals']"
ERIC_EJ1163870,ERIC EJ1163870: Teaching Earth Signals Analysis Using the Java-DSP Earth Systems Edition: Modern and Past Climate Change,E,"Modern data collection in the Earth Sciences has propelled the need for understanding signal processing and time-series analysis techniques. However, there is an educational disconnect in the lack of instruction of time-series analysis techniques in many Earth Science academic departments. Furthermore, there are no platform-independent freeware tools available for teaching Earth signals analysis. In order to address these issues, we developed the ""Java-Digital Signal Processing/Earth Systems Edition"" (""J-DSP/ESE""), a platform-independent software tool that can be integrated with the Earth Science university curriculum for signal processing and analysis instruction. This tool has an intuitive block-based programming environment, and students do not need be familiar with any programming language to use it. In order to demonstrate the utility of this software in an instructional environment, we developed three tutorials related to basic signal processing, and signal analysis of modern and past climate change. The tutorials use published data to examine the relationship between 20th century atmospheric CO[subscript 2] and global temperature, and the relationship between ocean temperature and solar radiation over the past 300,000 y. The tutorials were administered in two workshops with different communities of students in Earth Science and electrical engineering. Our technical assessments show that the students were able to comprehend basic signal processing and analysis of climate signals using ""J-DSP/ESE."" In the subjective assessments, a vast majority of students stated that the software was easy to learn and use, and that it significantly improved their understanding of climate change.","['ericarchive', 'additional_collections']"
arxiv-1410.7763,Reactive Programming of Simulations in Physics,Frédéric Boussinot,"We consider the Reactive Programming (RP) approach to simulate physical systems. The choice of RP is motivated by the fact that RP genuinely offers logical parallelism, instantaneously broadcast events, and dynamic creation/destruction of parallel components and events. To illustrate our approach, we consider the implementation of a system of Molecular Dynamics, in the context of Java with the Java3D library for 3D visualisation.","['arxiv', 'journals']"
arxiv-1410.4956,Transforming while/do/for/foreach-Loops into Recursive Methods,David Insa,"In software engineering, taking a good election between recursion and iteration is essential because their efficiency and maintenance are different. In fact, developers often need to transform iteration into recursion (e.g., in debugging, to decompose the call graph into iterations); thus, it is quite surprising that there does not exist a public transformation from loops to recursion that handles all kinds of loops. This article describes a transformation able to transform iterative loops into equivalent recursive methods. The transformation is described for the programming language Java, but it is general enough as to be adapted to many other languages that allow iteration and recursion. We describe the changes needed to transform loops of types while/do/for/foreach into recursion. Each kind of loop requires a particular treatment that is described and exemplified.","['arxiv', 'journals']"
NASA_NTRS_Archive_20150000565,NASA Technical Reports Server (NTRS) 20150000565: Benefits of a Unified LaSRS++ Simulation for NAS-Wide and High-Fidelity Modeling,N,"The LaSRS++ high-fidelity vehicle simulation was extended in 2012 to support a NAS-wide simulation mode. Since the initial proof-of-concept, the LaSRS++ NAS-wide simulation is maturing into a research-ready tool. A primary benefit of this new capability is the consolidation of the two modeling paradigms under a single framework to save cost, facilitate iterative concept testing between the two tools, and to promote communication and model sharing between user communities at Langley. Specific benefits of each type of modeling are discussed along with the expected benefits of the unified framework. Current capability details of the LaSRS++ NAS-wide simulations are provided, including the visualization tool, live data interface, trajectory generators, terminal routing for arrivals and departures, maneuvering, re-routing, navigation, winds, and turbulence. The plan for future development is also described.","['NASA_NTRS_Archive', 'additional_collections']"
FreeJavaTutorilaCourses,Free Java Tutorila Courses,Unknown Author,"<span style=""font-size:11pt;line-height:115%;font-family:Calibri, 'sans-serif';"">Techguru lab is best portal where we learn java programming courses,C programming courses,C++ programming courses and others.Our
java tutorial courses will cover every single detail of the core java, but
focus on the most commonly used often questions asked in interview. The rest
you can take java quiz test that will help to know about your ability in java programming.
Once you have a good understanding of our core java tutorial with the help of
examples, will not be so hard. click to this link to know more details about our website.<a href=""http://techgurulab.com/course/java-tutorials/"" rel=""nofollow"">Free java tutorial courses</a></span>","['opensource', 'community']"
DTIC_ADA619875,DTIC ADA619875: Develop a Prototype Personal Health Record Application (PHR-A) that Captures Information About Daily Living Important for Diabetes and Provides Decision Support with Actionable Advice for Diabetes Self Care,D,"The overarching vision of this project is to help people with diabetes better manage their condition by providing them with a tool that will make self-management less confusing, less stressful, and less constrained. This is a two-phase project. In phase 1, we designed an Internet-based and mobile application (software) to assist with the following domains pertinent to diabetes self-management: 1) nutrition/diet (healthy eating) 2) physical activity (being active); 3) blood glucose (self-monitoring); 4) medications (tracking and adherence only); 5) outlook and beliefs; and 6) reducing risks through recommended medical visits, lab testing. Although not a primary focus, the application also addresses weight management and loss. The application is called Tracking My Diabetes (TMD). Using information that TMD receives on these self-management domains (from the user's own monitoring/journaling devices that store data in Microsoft HealthVault and/or from the user's manual data entry directly into TMD), TMD analyzes, interprets, provides feedback, and makes recommendations bolstered by educational content on diabetes self-management. All of the feedback and recommendations are focused on lifestyle. Some feedback provides information on the relationships among the various self-care domains. In phase 2, the project is conducting a brief pilot study of the clinical efficacy of the PHR-A in people with diabetes. The main outcome is glycemic control.","['dticarchive', 'additional_collections']"
DTIC_ADA620863,DTIC ADA620863: Adding Big Data Analytics to GCSS-MC,D,"Global Combat Support System - Marine Corp is a large logistics system designed to replace numerous legacy systems used by the Marine Corps. While it has been in existence for a while, its intended potential has not been fully realized. Therefore, various teams are working hard to develop the analytics that will benefit the community. With the growth of data, the only way these analytics (in Structured Query Language [SQL]) will run efficiently will be on proprietary hardware from Oracle. This research looks at running the same analytics on commodity hardware using Hadoop Distributed File System and Java Map Reduce. The results show that while it takes longer to program in Java (over SQL), the analytics are just as, or even more powerful, as SQL, and the potential to save on hardware cost is significant.","['dticarchive', 'additional_collections']"
NASA_NTRS_Archive_20140017407,NASA Technical Reports Server (NTRS) 20140017407: Use of the NetBeans Platform for NASA Robotic Conjunction Assessment Risk Analysis,N,"The latest Java and JavaFX technologies are very attractive software platforms for customers involved in space mission operations such as those of NASA and the US Air Force. For NASA Robotic Conjunction Assessment Risk Analysis (CARA), the NetBeans platform provided an environment in which scalable software solutions could be developed quickly and efficiently. Both Java 8 and the NetBeans platform are in the process of simplifying CARA development in secure environments by providing a significant amount of capability in a single accredited package, where accreditation alone can account for 6-8 months for each library or software application. Capabilities either in use or being investigated by CARA include: 2D and 3D displays with JavaFX, parallelization with the new Streams API, and scalability through the NetBeans plugin architecture.","['NASA_NTRS_Archive', 'additional_collections']"
NASA_NTRS_Archive_20150000116,NASA Technical Reports Server (NTRS) 20150000116: Exact and Approximate Probabilistic Symbolic Execution,N,"Probabilistic software analysis seeks to quantify the likelihood of reaching a target event under uncertain environments. Recent approaches compute probabilities of execution paths using symbolic execution, but do not support nondeterminism. Nondeterminism arises naturally when no suitable probabilistic model can capture a program behavior, e.g., for multithreading or distributed systems. In this work, we propose a technique, based on symbolic execution, to synthesize schedulers that resolve nondeterminism to maximize the probability of reaching a target event. To scale to large systems, we also introduce approximate algorithms to search for good schedulers, speeding up established random sampling and reinforcement learning results through the quantification of path probabilities based on symbolic execution. We implemented the techniques in Symbolic PathFinder and evaluated them on nondeterministic Java programs. We show that our algorithms significantly improve upon a state-of- the-art statistical model checking algorithm, originally developed for Markov Decision Processes.","['NASA_NTRS_Archive', 'additional_collections']"
